------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:40:40 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

1,1,0,44,1,79.7067,76.2681,87.1126,0,0,0,0
------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:41:08 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

137,1,0,44,1,79.388,78.2926,89.535,0,0,0,0
137,16,270133,44,1,76.4531,94.3024,4.48045e-007,0.000376976,91.9312,10.5192,2.5596e-011
138,1,0,44,1,78.6161,74.8262,88.6046,0,0,0,0
138,16,281796,44,1,69.9748,64.8767,1.82491e-006,0.000356562,95.772,-6.62399,1.32873e-011
139,1,0,44,1,78.4229,76.278,90.0535,0,0,0,0
139,16,259332,44,1,68.1668,77.1234,1.57071e-006,0.00039168,96.732,0.556345,4.05573e-011
140,1,0,44,1,77.6858,77.2813,89.1825,0,0,0,0
140,4,258935,44,1,63,85.0617,6.3727,0.000367908,100.46,5.50267,2.69236e-011
141,1,0,44,1,79.9064,76.7093,86.5809,0,0,0,0
141,16,309227,44,1,81.0141,80.6211,8.95655e-007,0.000315834,89.2155,2.69327,2.4985e-011
142,1,0,44,1,78.9338,76.8399,88.9713,0,0,0,0
142,16,273666,44,1,72.6966,81.8266,3.82395e-007,0.000366456,94.149,3.32684,4.13094e-011
143,1,0,44,1,77.8353,75.841,88.2933,0,0,0,0
143,16,287483,44,1,63.3907,73.4376,1.33759e-007,0.000349115,99.6391,-1.59709,1.04421e-011
144,1,0,44,1,80.6408,76.0405,88.9281,0,0,0,0
144,16,273681,44,1,87.107,75.1191,6.97938e-007,0.000365876,85.6573,-0.613273,4.82448e-011
145,1,0,44,1,78.7117,75.8298,89.6935,0,0,0,0
145,16,263575,44,1,70.7031,73.3214,4.9102e-007,0.000383349,95.2835,-1.65574,1.25345e-011
146,1,0,44,1,80.1511,77.9212,87.1379,0,0,0,0
146,16,304455,44,1,83.0476,90.6913,9.53583e-007,0.000325118,87.9979,8.66379,1.76715e-011
147,1,0,44,1,81.2214,76.7133,86.4419,0,0,0,0
147,16,314681,44,1,91.8847,80.6762,7.43865e-007,0.000311695,82.6637,2.71053,1.85961e-011
148,1,0,44,1,79.9903,77.2356,86.2579,0,0,0,0
148,16,315838,44,1,81.7235,84.9018,1.37618e-006,0.000308889,88.7799,5.28508,1.3352e-011
149,1,0,44,1,79.1257,77.2215,89.4751,0,0,0,0
149,16,266931,44,1,74.2615,85.0854,1.32632e-006,0.000377975,93.2146,5.21137,2.51792e-011
150,1,0,44,1,80.8052,77.0929,88.3443,0,0,0,0
150,16,283875,44,1,88.4929,83.9157,1.5183e-006,0.000351761,84.8093,4.57361,1.52302e-011
151,1,0,44,1,79.6651,76.0519,88.6853,0,0,0,0
151,16,276357,44,1,78.8975,75.2262,1.81054e-006,0.000360752,90.4955,-0.552631,1.71839e-011
152,1,0,44,1,79.644,76.9219,87.3741,0,0,0,0
152,16,296976,44,1,78.8035,82.4031,4.20621e-007,0.000331737,90.5522,3.7351,1.10396e-011
153,1,0,44,1,80.3089,76.3019,88.6844,0,0,0,0
153,16,276810,44,1,84.3146,77.3129,1.16213e-006,0.000360428,87.2911,0.680148,7.06187e-012
154,1,0,44,1,77.9943,75.5617,89.7533,0,0,0,0
154,16,265693,44,1,64.4569,71.0023,1.68461e-006,0.000382994,98.8929,-2.98394,5.91293e-012
155,1,0,44,1,79.7529,75.3588,90.0219,0,0,0,0
155,16,258202,44,1,79.5727,69.3253,4.10521e-007,0.000391932,90.1002,-3.98128,5.09521e-011
156,1,0,44,1,81.2893,76.3829,87.9962,0,0,0,0
156,16,289799,44,1,92.5556,77.9856,1.72611e-006,0.000343775,82.3957,1.07707,3.40392e-011
157,1,0,44,1,79.8344,74.8032,87.1327,0,0,0,0
157,16,302563,44,1,80.3996,64.9423,2.55372e-007,0.000325943,89.5919,-6.71334,2.77594e-011
158,1,0,44,1,79.1679,77.2591,89.2778,0,0,0,0
158,16,269756,44,1,74.6431,85.381,2.37176e-007,0.000373305,92.9962,5.39477,2.693e-011
159,1,0,44,1,81.2992,76.637,87.117,0,0,0,0
159,16,303863,44,1,92.5752,80.0727,1.10317e-006,0.000325147,82.3102,2.32984,2.86508e-011
160,1,0,44,1,78.1663,76.535,86.1585,0,0,0,0
160,16,319879,44,1,66.6808,79.1986,1.34771e-007,0.00030595,97.8813,1.82728,1.76439e-011
161,1,0,44,1,79.694,75.6066,88.0531,0,0,0,0
161,16,286183,44,1,79.1791,71.5409,1.45626e-006,0.000346395,90.328,-2.74696,2.75908e-011
162,1,0,44,1,77.5812,76.6404,88.7277,0,0,0,0
162,16,282644,44,1,61.0318,80.1965,7.8927e-007,0.000357923,100.959,2.34305,1.88046e-011
163,1,0,44,1,78.9037,76.4481,87.4104,0,0,0,0
163,16,296810,44,1,72.6451,78.5108,8.66722e-007,0.00033229,94.2399,1.40387,7.73687e-012
164,1,0,44,1,79.0147,76.4008,87.6872,0,0,0,0
164,16,292207,44,1,73.5402,78.1262,4.66472e-007,0.000338282,93.6956,1.17155,2.60211e-012
165,1,0,44,1,81.2267,76.2588,87.3752,0,0,0,0
165,16,299150,44,1,91.9772,76.9498,1.0394e-006,0.000330734,82.6855,0.469065,1.27243e-011
166,1,0,44,1,79.2457,74.9291,90.5268,0,0,0,0
166,16,252808,44,1,75.1804,65.5701,8.49095e-007,0.000403631,92.6532,-6.12089,2.68655e-011
167,1,0,44,1,78.3328,76.6544,89.4402,0,0,0,0
167,16,268491,44,1,67.4809,80.3054,1.56212e-006,0.000376514,97.1699,2.41132,3.13709e-011
168,1,0,44,1,80.8695,75.2498,87.2178,0,0,0,0
168,16,301440,44,1,88.9969,68.6173,1.03798e-006,0.000327607,84.4406,-4.50104,2.49887e-011
169,1,0,44,1,78.0946,75.6628,89.5664,0,0,0,0
169,16,267727,44,1,65.3813,71.8833,1.23655e-006,0.000378871,98.376,-2.48267,1.52371e-011
170,1,0,44,1,77.5315,76.6129,87.494,0,0,0,0
170,16,301871,44,1,60.9223,79.9121,1.83801e-006,0.000331061,101.155,2.20477,2.09461e-011
171,1,0,44,1,78.5436,74.8992,86.9033,0,0,0,0
171,16,308196,44,1,69.635,65.7039,3.61619e-008,0.000320365,96.0695,-6.24662,2.06437e-011
172,1,0,44,1,79.7159,75.7594,90.2503,0,0,0,0
172,16,254548,44,1,79.2441,72.7142,7.92752e-007,0.000397938,90.2924,-2.00552,1.58413e-011
173,1,0,44,1,78.0972,76.9246,90.1311,0,0,0,0
173,16,260152,44,1,65.3,82.6536,1.68528e-006,0.000392426,98.3762,3.7389,2.90183e-011
174,1,0,44,1,78.4715,76.6187,90.3858,0,0,0,0
174,16,254880,44,1,68.5207,80.0344,1.64456e-006,0.000399942,96.5077,2.2347,2.59146e-011
175,1,0,44,1,78.6443,75.1496,87.5389,0,0,0,0
175,16,296841,44,1,70.4101,67.7443,1.17778e-006,0.000334028,95.5695,-5.00365,2.00607e-011
176,1,0,44,1,79.97,77.9811,86.2556,0,0,0,0
176,16,319054,44,1,81.5766,91.0498,1.31852e-006,0.00030753,88.8676,8.95969,1.03344e-011
177,1,0,44,1,77.7238,76.5662,90.8842,0,0,0,0
177,16,251308,44,1,61.8148,79.6288,8.80481e-008,0.000410539,100.291,1.97286,3.76194e-011
178,1,0,44,1,80.3724,74.7909,88.125,0,0,0,0
178,16,287689,44,1,84.8869,64.6943,2.58185e-008,0.00034665,86.9291,-6.7833,2.2981e-011
179,1,0,44,1,79.0513,76.1008,86.0514,0,0,0,0
179,16,318230,44,1,74.0419,75.6593,1.01727e-006,0.000305355,93.4469,-0.303465,3.04514e-011
180,1,0,44,1,79.8688,75.4973,87.6704,0,0,0,0
180,16,292147,44,1,80.6562,70.6562,1.69874e-006,0.000338144,89.4439,-3.28483,1.87114e-011
181,1,0,44,1,79.6457,75.6194,88.4924,0,0,0,0
181,16,279654,44,1,78.7465,71.6179,1.15345e-006,0.000356086,90.5852,-2.68944,1.44841e-011
182,1,0,44,1,80.8633,77.4622,88.0681,0,0,0,0
182,16,289343,44,1,88.9944,87.0016,1.80731e-006,0.00034504,84.4951,6.39779,3.24156e-011
183,1,0,44,1,78.4147,77.6393,88.5062,0,0,0,0
183,16,284431,44,1,68.2713,88.5901,2.39994e-007,0.000353765,96.7768,7.27938,2.75361e-011
184,1,0,44,1,79.5942,77.5956,88.9194,0,0,0,0
184,16,275659,44,1,78.2768,88.1937,1.76062e-006,0.000364525,90.862,7.06218,3.10203e-011
185,1,0,44,1,79.1004,77.6428,88.1162,0,0,0,0
185,16,288302,44,1,74.1841,88.4988,1.28113e-006,0.000346229,93.3006,7.28894,3.16147e-011
186,1,0,44,1,79.699,74.8225,89.2176,0,0,0,0
186,16,270976,44,1,79.1557,64.8376,9.95627e-007,0.000371644,90.3431,-6.63317,1.82107e-011
187,1,0,44,1,78.709,77.1981,90.6658,0,0,0,0
187,16,251510,44,1,70.5097,85.0206,6.91925e-007,0.000406756,95.3488,5.09922,1.45819e-011
188,1,0,44,1,79.0041,75.0188,86.6604,0,0,0,0
188,16,310320,44,1,73.5396,66.7614,4.13884e-007,0.000316304,93.734,-5.64897,1.09803e-012
189,1,0,44,1,79.3692,75.5461,87.8949,0,0,0,0
189,16,288882,44,1,76.4767,71.043,3.39567e-007,0.000342833,91.9401,-3.04607,2.72891e-011
190,1,0,44,1,80.8166,76.2841,88.4375,0,0,0,0
190,16,281419,44,1,88.5778,77.1625,1.45866e-006,0.000354387,84.7659,0.591006,1.88046e-011
191,1,0,44,1,78.6524,77.5278,89.9654,0,0,0,0
191,16,262114,44,1,70.1069,87.7859,1.29484e-006,0.000388537,95.6187,6.72422,4.44562e-011
192,1,0,44,1,78.9715,76.5147,88.9919,0,0,0,0
192,16,272898,44,1,73.0203,79.1009,1.20497e-006,0.000367179,93.9577,1.72752,3.47945e-011
193,1,0,44,1,80.1173,77.4915,87.7026,0,0,0,0
193,16,293653,44,1,82.7369,87.179,1.1357e-006,0.000337802,88.1993,6.55099,9.39143e-012
194,1,0,44,1,77.9497,77.3379,90.8141,0,0,0,0
194,16,252630,44,1,63.7914,86.3187,1.56216e-006,0.000408462,99.1833,5.78971,1.74804e-011
195,1,0,44,1,80.2851,76.7695,87.3384,0,0,0,0
195,16,297576,44,1,84.123,81.1481,6.2693e-007,0.000330999,87.3613,2.98408,1.93396e-011
196,1,0,44,1,81.3933,75.9867,89.9851,0,0,0,0
196,16,261078,44,1,93.6108,74.6233,1.10365e-006,0.00038957,81.9515,-0.891381,4.84042e-011
197,1,0,44,1,80.6258,77.9852,89.9416,0,0,0,0
197,16,263449,44,1,87.0645,91.6901,9.27587e-007,0.000387356,85.7263,8.97176,3.419e-011
198,1,0,44,1,79.0904,77.6166,88.7877,0,0,0,0
198,16,278227,44,1,74.0154,88.3772,7.92279e-007,0.000361194,93.3809,7.16834,2.26557e-011
199,1,0,44,1,78.8974,76.4251,90.4818,0,0,0,0
199,16,252304,44,1,72.2017,78.3773,1.78367e-006,0.000403194,94.3782,1.28159,1.42115e-011
200,1,0,44,1,79.6035,74.67,86.2712,0,0,0,0
200,16,317326,44,1,78.5345,63.938,1.03094e-006,0.000308381,90.7173,-7.37527,9.19329e-012
201,1,0,44,1,78.4074,75.949,88.9794,0,0,0,0
201,16,274574,44,1,68.2058,74.3465,9.84073e-007,0.000366061,96.7791,-1.06347,4.51888e-011
202,1,0,44,1,80.2849,75.6259,90.3892,0,0,0,0
202,16,253131,44,1,84.1092,71.559,1.75258e-006,0.000401144,87.4641,-2.67115,1.63764e-011
203,1,0,44,1,79.4245,74.89,89.9811,0,0,0,0
203,16,260148,44,1,76.7658,65.3148,2.80259e-007,0.000390024,91.7401,-6.30462,4.14354e-011
204,1,0,44,1,78.0315,76.4669,89.6097,0,0,0,0
204,16,267193,44,1,64.8323,78.7317,7.3668e-007,0.000379853,98.6874,1.48829,4.42355e-012
205,1,0,44,1,78.03,76.9569,90.5836,0,0,0,0
205,16,254393,44,1,64.5972,82.973,1.23168e-007,0.000403486,98.7418,3.90137,7.31983e-012
206,1,0,44,1,78.6755,75.736,88.4624,0,0,0,0
206,16,281554,44,1,70.5603,72.5781,3.38546e-007,0.000354634,95.4299,-2.11424,1.69964e-011
207,1,0,44,1,80.0918,78.0004,90.1896,0,0,0,0
207,16,259306,44,1,82.4667,91.8303,3.76523e-008,0.000393889,88.4131,9.04812,1.09795e-011
208,1,0,44,1,81.3413,77.0028,88.1296,0,0,0,0
208,16,288813,44,1,93.0271,83.17,1.7497e-006,0.00034617,82.1297,4.12428,1.83299e-011
209,1,0,44,1,79.0756,77.7387,86.548,0,0,0,0
209,16,313707,44,1,74.1479,89.1061,9.06267e-007,0.000313427,93.3699,7.76988,1.72931e-011
210,1,0,44,1,78.7702,74.8529,90.0835,0,0,0,0
210,16,260008,44,1,71.1132,64.9467,1.04417e-006,0.000391726,95.0303,-6.49179,3.21701e-011
211,1,0,44,1,81.2937,77.0651,90.8535,0,0,0,0
211,16,249916,44,1,92.8429,83.88,1.0821e-006,0.000411008,82.4608,4.41779,2.46261e-011
212,1,0,44,1,79.5449,77.9269,88.8071,0,0,0,0
212,16,278740,44,1,77.8615,91.0075,1.34577e-006,0.000361158,91.1084,8.70336,1.03345e-011
213,1,0,44,1,80.8015,76.1756,89.8017,0,0,0,0
213,16,261664,44,1,88.4961,76.2425,9.44409e-007,0.000386299,84.8924,0.04617,3.10443e-011
214,1,0,44,1,78.8356,76.2289,86.5289,0,0,0,0
214,16,311027,44,1,72.1873,76.7009,1.68844e-006,0.00031431,94.5512,0.32599,1.23695e-011
215,1,0,44,1,78.5956,75.2702,87.0515,0,0,0,0
215,16,304404,44,1,70.0828,68.7896,1.53991e-006,0.000324013,95.7904,-4.40491,3.60161e-011
216,1,0,44,1,81.1769,76.916,88.9333,0,0,0,0
216,16,275949,44,1,91.6773,82.4789,1.17801e-006,0.000364621,82.9833,3.69396,3.40625e-011
217,1,0,44,1,80.2927,75.0333,88.6353,0,0,0,0
217,16,279125,44,1,84.2045,66.6793,1.53044e-006,0.000358465,87.3522,-5.58864,6.10248e-012
218,1,0,44,1,80.8784,77.729,90.3812,0,0,0,0
218,16,256893,44,1,89.2375,89.5476,1.16199e-006,0.000398571,84.4927,7.70071,2.80539e-011
219,1,0,44,1,78.644,77.721,88.4017,0,0,0,0
219,16,285534,44,1,70.2493,89.2429,1.62426e-006,0.000351681,95.6198,7.68065,2.18002e-011
220,1,0,44,1,81.3835,76.3762,89.6755,0,0,0,0
220,16,265488,44,1,93.5065,77.9426,1.3789e-006,0.000381923,81.9846,1.03144,1.14925e-011
221,1,0,44,1,81.2412,77.4339,88.8297,0,0,0,0
221,16,279178,44,1,92.2715,86.8835,1.71409e-006,0.000361294,82.6256,6.2589,2.19643e-011
222,1,0,44,1,77.9965,77.1208,88.235,0,0,0,0
222,16,288604,44,1,64.7836,84.1951,8.22651e-007,0.000347719,98.8343,4.71029,4.81161e-012
223,1,0,44,1,78.9352,76.2514,86.6893,0,0,0,0
223,16,308171,44,1,72.9929,76.8859,4.43619e-007,0.000317599,94.0595,0.437068,3.85901e-012
224,1,0,44,1,79.7359,78.1998,89.177,0,0,0,0
224,16,274570,44,1,79.4619,93.4047,1.83494e-007,0.000368972,90.1627,10.0485,2.32397e-011
225,1,0,44,1,79.7828,75.3034,87.7882,0,0,0,0
225,16,290740,44,1,79.9345,69.0413,1.34744e-006,0.000340441,89.8762,-4.2409,2.40274e-011
226,1,0,44,1,78.4815,75.653,86.4071,0,0,0,0
226,16,314593,44,1,69.2452,71.9765,2.88897e-008,0.000311245,96.3284,-2.51812,1.18656e-011
227,1,0,44,1,79.3248,78.1368,86.7941,0,0,0,0
227,16,311388,44,1,76.1804,92.4809,6.51798e-007,0.000317561,92.1375,9.74965,1.62524e-011
228,1,0,44,1,81.2115,77.0589,86.4524,0,0,0,0
228,16,315222,44,1,91.8216,83.5222,1.68465e-006,0.000311582,82.701,4.41397,9.10427e-012
229,1,0,44,1,79.8281,76.6098,87.6886,0,0,0,0
229,16,291534,44,1,80.3143,79.8467,1.51159e-006,0.000338686,89.6486,2.20029,2.00823e-011
230,1,0,44,1,78.3291,77.4347,87.189,0,0,0,0
230,16,304397,44,1,67.8091,86.7018,1.30002e-006,0.000325823,97.1363,6.26204,2.41334e-011
231,1,0,44,1,79.7044,76.2898,87.29,0,0,0,0
231,16,297547,44,1,79.3091,77.2043,8.65583e-007,0.000330322,90.2489,0.62626,1.06945e-011
232,1,0,44,1,78.6043,77.6068,90.2427,0,0,0,0
232,16,258703,44,1,69.6417,88.502,5.49312e-007,0.000395122,95.8735,7.11187,2.73732e-011
233,1,0,44,1,78.8416,78.1199,90.0603,0,0,0,0
233,16,262757,44,1,71.6863,92.9147,1.91066e-007,0.000389624,94.7007,9.65291,3.17293e-011
234,1,0,44,1,79.8642,76.9541,86.6484,0,0,0,0
234,16,308603,44,1,80.6655,82.6273,2.88477e-007,0.00031695,89.4269,3.89894,1.48271e-011
235,1,0,44,1,79.4315,74.6066,90.6245,0,0,0,0
235,16,252451,44,1,76.7654,62.7464,6.32294e-007,0.00040545,91.7325,-7.73541,1.93689e-011
236,1,0,44,1,80.6241,75.6764,88.0815,0,0,0,0
236,16,286579,44,1,86.9569,72.108,6.13278e-007,0.000346626,85.7031,-2.40384,3.13646e-011
237,1,0,44,1,80.0815,75.2967,90.9547,0,0,0,0
237,16,245926,44,1,82.359,68.7071,8.96376e-007,0.000415527,88.4915,-4.29916,5.49738e-011
238,1,0,44,1,79.0898,76.2192,88.5892,0,0,0,0
238,16,278376,44,1,74.0665,76.6236,1.5914e-007,0.000358218,93.3545,0.273191,1.65282e-011
239,1,0,44,1,78.8724,75.5634,89.6416,0,0,0,0
239,16,264206,44,1,72.0846,71.0677,5.38567e-007,0.000382163,94.4814,-2.9723,1.06272e-011
240,1,0,44,1,80.0926,78.0969,90.6313,0,0,0,0
240,16,253799,44,1,82.4669,92.7685,1.63649e-006,0.000404657,88.4217,9.54037,7.50906e-012
241,1,0,44,1,78.9937,77.24,89.2893,0,0,0,0
241,16,269873,44,1,73.1579,85.2269,1.08167e-006,0.00037339,93.8673,5.30019,1.15304e-011
242,1,0,44,1,79.8614,78.3716,89.5919,0,0,0,0
242,16,269509,44,1,80.5156,94.991,5.83624e-007,0.000378254,89.5451,10.9089,2.74536e-011
243,1,0,44,1,79.2181,75.0656,88.2599,0,0,0,0
243,16,284604,44,1,75.1683,67.0055,1.5634e-006,0.000350176,92.7123,-5.41684,2.12158e-011
244,1,0,44,1,78.5286,75.7393,86.1126,0,0,0,0
244,16,319170,44,1,69.6965,72.7015,1.73796e-006,0.000305657,96.0741,-2.08927,1.83401e-011
245,1,0,44,1,79.2933,78.2548,90.5979,0,0,0,0
245,16,255253,44,1,75.5354,94.1794,4.13478e-008,0.00040315,92.448,10.3359,2.74583e-011
246,1,0,44,1,79.9514,75.0144,86.374,0,0,0,0
246,16,314112,44,1,81.3974,66.7851,7.57953e-007,0.000311092,88.9797,-5.66023,1.18846e-011
247,1,0,44,1,79.371,75.3748,89.7413,0,0,0,0
247,16,262274,44,1,76.3348,69.4762,1.43946e-006,0.000384943,91.9949,-3.90274,2.72311e-011
248,1,0,44,1,79.0383,75.6607,89.6172,0,0,0,0
248,16,264032,44,1,73.514,71.8996,1.81068e-006,0.000381904,93.6472,-2.49018,1.11315e-011
249,1,0,44,1,79.0363,77.8487,86.6024,0,0,0,0
249,16,313435,44,1,73.8079,90.0336,2.71663e-007,0.000314226,93.5741,8.31378,9.4442e-012
250,1,0,44,1,78.7572,77.8442,88.4351,0,0,0,0
250,16,285233,44,1,71.2034,90.2867,1.60476e-006,0.00035231,95.0559,8.29027,1.8334e-011
251,1,0,44,1,78.8543,75.8229,89.8437,0,0,0,0
251,16,261112,44,1,71.9134,73.2619,2.75841e-007,0.000387233,94.572,-1.68935,1.89758e-011
252,1,0,44,1,78.1196,76.8737,90.5817,0,0,0,0
252,16,253875,44,1,65.3954,82.2486,1.90818e-007,0.000403816,98.2863,3.491,2.41117e-011
253,1,0,44,1,80.2264,77.3552,90.6059,0,0,0,0
253,16,251500,44,1,83.605,86.3288,1.47625e-006,0.000405787,87.7625,5.86977,1.63087e-011
254,1,0,44,1,77.9693,77.302,86.3058,0,0,0,0
254,16,320236,44,1,64.9386,85.5381,1.50723e-006,0.000307627,98.9131,5.60522,6.10004e-012
255,1,0,44,1,80.3853,76.5164,86.1462,0,0,0,0
255,16,316770,44,1,84.9567,79.0396,1.12993e-006,0.000307083,86.8165,1.74539,1.52767e-011
256,1,0,44,1,80.0244,78.1079,90.1868,0,0,0,0
256,16,259789,44,1,81.8888,92.7692,1.19979e-006,0.000393554,88.7498,9.58348,1.96753e-011
257,1,0,44,1,79.8896,78.2673,90.9535,0,0,0,0
257,16,250163,44,1,80.6935,94.3153,1.62572e-006,0.000412539,89.4547,10.3822,6.1922e-011
258,1,0,44,1,79.8089,74.8372,88.3544,0,0,0,0
258,16,283557,44,1,80.1299,65.0689,1.30731e-006,0.000352058,89.7632,-6.55584,1.69917e-011
259,1,0,44,1,80.197,77.9873,89.081,0,0,0,0
259,16,275086,44,1,83.3935,91.553,1.6128e-007,0.000367255,87.8435,8.98828,2.29238e-011
260,1,0,44,1,79.1595,76.181,86.2516,0,0,0,0
260,16,314732,44,1,74.908,76.3108,1.50126e-006,0.000309277,92.916,0.0915476,1.95366e-011
261,1,0,44,1,80.2119,75.3091,86.4059,0,0,0,0
261,16,313063,44,1,83.5401,69.194,1.23375e-006,0.000311905,87.6823,-4.2072,1.52955e-011
262,1,0,44,1,80.7103,76.1514,86.9209,0,0,0,0
262,16,304562,44,1,87.6386,76.0672,1.78822e-006,0.000322279,85.2375,-0.0556683,3.49231e-011
263,1,0,44,1,80.8706,77.5423,88.5091,0,0,0,0
263,16,283009,44,1,89.0875,87.7351,1.30366e-006,0.000354587,84.4667,6.79619,2.35433e-011
264,1,0,44,1,80.9291,77.4409,86.638,0,0,0,0
264,16,312290,44,1,89.5001,86.6892,1.63117e-006,0.00031519,84.1014,6.30536,8.82613e-012
265,1,0,44,1,79.5789,78.2869,88.355,0,0,0,0
265,16,287385,44,1,78.1812,94.0293,9.14826e-007,0.000350028,90.9217,10.4927,1.09211e-011
266,1,0,44,1,80.214,76.6309,87.5304,0,0,0,0
266,16,294304,44,1,83.529,80.0167,1.79429e-006,0.000335145,87.7227,2.30398,1.82876e-011
267,1,0,44,1,79.3859,78.4228,87.502,0,0,0,0
267,16,301623,44,1,76.618,95.044,1.29135e-006,0.00033127,91.8636,11.1691,2.17829e-011
268,1,0,44,1,78.3361,77.8904,86.9293,0,0,0,0
268,16,310587,44,1,67.8634,90.4911,1.7508e-006,0.00031966,97.1261,8.51148,2.95753e-011
269,1,0,44,1,80.1497,78.1191,88.2001,0,0,0,0
269,16,288862,44,1,83.0202,92.547,8.62776e-007,0.000347098,88.0409,9.64737,1.28455e-011
270,1,0,44,1,78.9651,77.6875,87.0059,0,0,0,0
270,16,306237,44,1,73.1746,88.7384,9.48086e-008,0.000322581,93.9407,7.51076,3.34796e-011
271,1,0,44,1,79.5689,75.9557,86.9845,0,0,0,0
271,16,302441,44,1,78.2075,74.4648,1.8655e-006,0.00032403,90.9118,-1.01958,2.92769e-011
272,1,0,44,1,79.6923,77.165,90.6379,0,0,0,0
272,16,250381,44,1,79.0096,84.6929,1.4355e-006,0.00040706,90.4293,4.93142,9.02376e-012
273,1,0,44,1,78.7084,75.5472,88.0333,0,0,0,0
273,16,288137,44,1,70.9036,71.0257,1.88548e-006,0.000345121,95.2491,-3.04278,3.31735e-011
274,1,0,44,1,79.8228,77.4145,90.3667,0,0,0,0
274,16,254602,44,1,80.1435,86.8061,1.23202e-006,0.000399832,89.7694,6.1624,2.66591e-011
275,1,0,44,1,79.9958,77.4102,90.7337,0,0,0,0
275,16,249724,44,1,81.6147,86.8121,4.19736e-007,0.000409169,88.9191,6.14212,1.93676e-011
276,1,0,44,1,79.658,74.6243,89.9395,0,0,0,0
276,16,261549,44,1,78.7658,63.0249,8.58041e-007,0.000388457,90.5717,-7.63007,3.3975e-011
277,1,0,44,1,78.8495,76.2474,89.8475,0,0,0,0
277,16,260936,44,1,71.875,76.8605,8.47562e-007,0.000387403,94.5937,0.406577,2.11036e-011
278,1,0,44,1,77.7868,77.2577,88.7754,0,0,0,0
278,16,282065,44,1,62.7893,85.4438,8.66171e-007,0.000358903,99.945,5.39422,1.54175e-011
279,1,0,44,1,80.305,76.0964,87.7154,0,0,0,0
279,16,291218,44,1,84.2837,75.6085,9.45309e-007,0.000339224,87.2779,-0.329156,1.97103e-011
280,1,0,44,1,80.9513,75.9815,90.0097,0,0,0,0
280,16,259188,44,1,89.7861,74.5909,2.94763e-007,0.000391158,84.1572,-0.912957,4.32571e-011
281,1,0,44,1,78.501,74.863,88.9397,0,0,0,0
281,16,277062,44,1,68.9443,65.147,1.65665e-006,0.000364054,96.3563,-6.43809,3.23097e-011
282,1,0,44,1,78.1102,75.7603,87.4599,0,0,0,0
282,16,299024,44,1,65.935,72.8034,3.91286e-008,0.000331904,98.2228,-1.99196,1.32724e-011
283,1,0,44,1,79.5899,77.6372,88.2172,0,0,0,0
283,16,286233,44,1,78.2927,88.452,1.29005e-006,0.00034868,90.8553,7.26432,1.74077e-011
284,1,0,44,1,78.4152,75.4613,90.4888,0,0,0,0
284,16,254056,44,1,67.9955,70.1166,1.03431e-006,0.000402161,96.8051,-3.48451,3.08644e-011
285,1,0,44,1,79.2723,76.1365,88.5137,0,0,0,0
285,16,279157,44,1,75.6122,75.9344,7.25929e-007,0.000356744,92.442,-0.134097,3.36317e-011
286,1,0,44,1,77.6713,77.27,88.0742,0,0,0,0
286,4,278554,44,1,62.8797,85,4.96761,0.000343087,100.495,5.44669,3.01222e-011
287,1,0,44,1,79.426,76.6058,89.5969,0,0,0,0
287,16,263704,44,1,76.8146,79.8772,1.61559e-006,0.000381811,91.7156,2.17347,2.2004e-011
288,1,0,44,1,78.0371,76.9498,88.7508,0,0,0,0
288,16,280282,44,1,65.0237,82.7902,1.53223e-006,0.000359519,98.6505,3.87001,5.38004e-012
289,1,0,44,1,79.011,78.2552,90.9904,0,0,0,0
289,16,250400,44,1,73.0341,94.259,2.11431e-008,0.00041294,93.8847,10.327,4.80749e-011
290,1,0,44,1,79.4078,75.1798,86.2792,0,0,0,0
290,16,315382,44,1,76.9295,68.1501,1.92553e-007,0.000309333,91.6911,-4.84318,1.69849e-011
291,1,0,44,1,79.8867,76.8403,90.3263,0,0,0,0
291,16,253752,44,1,80.6919,81.8836,9.01656e-008,0.000399802,89.4502,3.32105,3.78619e-011
292,1,0,44,1,78.1453,77.0142,89.9447,0,0,0,0
292,16,262729,44,1,65.748,83.4079,4.09658e-007,0.000387833,98.1345,4.18256,3.14621e-011
293,1,0,44,1,79.1254,74.8385,90.3587,0,0,0,0
293,16,255520,44,1,74.1577,64.8075,8.63132e-007,0.000399078,93.2516,-6.56633,2.1514e-011
294,1,0,44,1,79.464,75.5834,87.8261,0,0,0,0
294,16,289807,44,1,77.2733,71.3572,1.6799e-006,0.000341397,91.4658,-2.86201,1.57112e-011
