------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:40:40 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

1,1,0,44,1,79.7067,76.2681,87.1126,0,0,0,0
------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:41:08 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

29,1,0,44,1,79.7863,75.0669,86.6511,0,0,0,0
29,16,309445,44,1,80.0226,67.1801,5.87196e-007,0.000316583,89.8158,-5.40859,1.02204e-011
30,1,0,44,1,81.0361,77.4337,90.6908,0,0,0,0
30,16,252209,44,1,90.609,87.051,1.35173e-007,0.000406732,83.7245,6.24878,7.95598e-012
31,1,0,44,1,81.368,76.1911,89.7883,0,0,0,0
31,16,263740,44,1,93.3787,76.3676,1.41619e-006,0.000384783,82.0679,0.117636,2.43272e-011
32,1,0,44,1,77.9951,75.2006,87.1409,0,0,0,0
32,16,305746,44,1,64.9821,68.1558,1.45083e-006,0.000324587,98.8147,-4.75026,1.91039e-011
33,1,0,44,1,80.503,75.9362,89.5032,0,0,0,0
33,16,265284,44,1,85.9554,74.2293,1.36798e-006,0.000379423,86.3576,-1.13108,2.08223e-011
34,1,0,44,1,81.4064,76.7799,89.9148,0,0,0,0
34,16,262562,44,1,93.7262,81.3804,2.33069e-007,0.000387514,81.879,3.01424,4.37072e-011
35,1,0,44,1,77.7423,77.4283,88.1992,0,0,0,0
35,4,283838,44,1,63,86.5456,2.60146,0.000345747,100.15,6.23018,1.9985e-011
36,1,0,44,1,78.8695,75.3457,89.9865,0,0,0,0
36,16,259768,44,1,72.0152,69.1983,4.67696e-007,0.000390357,94.5079,-4.04578,4.84681e-011
37,1,0,44,1,79.1932,75.1408,89.791,0,0,0,0
37,16,262287,44,1,74.8088,67.4802,1.878e-006,0.000385725,92.8865,-5.05785,3.17819e-011
38,1,0,44,1,79.3619,76.8217,87.7339,0,0,0,0
38,16,291385,44,1,76.4315,81.601,5.39197e-007,0.000339376,91.9691,3.24225,2.25123e-011
39,1,0,44,1,80.1919,76.8012,90.8025,0,0,0,0
39,16,247620,44,1,83.296,81.5773,9.77164e-008,0.000411763,87.9474,3.12665,2.90262e-011
40,1,0,44,1,79.8695,75.6684,90.0576,0,0,0,0
40,16,257198,44,1,80.5625,71.9501,8.68228e-007,0.000393182,89.5228,-2.45405,4.89347e-011
41,1,0,44,1,77.7026,76.915,86.2205,0,0,0,0
41,16,322122,44,1,62.7155,82.341,1.22547e-006,0.000305819,100.239,3.68967,1.52115e-011
42,1,0,44,1,78.9421,77.3181,90.5001,0,0,0,0
42,16,253455,44,1,72.5563,86.0238,3.57571e-007,0.000402735,94.1741,5.69156,2.05538e-011
43,1,0,44,1,81.3933,76.1475,86.6941,0,0,0,0
43,16,310882,44,1,93.3441,76.0321,1.42024e-007,0.000316541,81.8167,-0.077207,1.50068e-011
44,1,0,44,1,79.7159,75.3377,90.4147,0,0,0,0
44,16,252955,44,1,79.2363,69.1074,1.39461e-006,0.000401686,90.2971,-4.09206,2.50857e-011
45,1,0,44,1,78.0343,77.1866,89.5983,0,0,0,0
45,16,268551,44,1,64.8193,84.875,1.04264e-006,0.000378873,98.6985,5.03789,7.83462e-012
46,1,0,44,1,80.2534,75.6846,86.3433,0,0,0,0
46,16,313457,44,1,83.875,72.2658,1.379e-006,0.000310926,87.4783,-2.35551,8.72689e-012
47,1,0,44,1,81.1406,77.5849,87.5687,0,0,0,0
47,16,298587,44,1,91.3375,88.0055,8.01574e-007,0.00033362,83.0738,7.00516,1.4635e-011
48,1,0,44,1,78.0691,75.409,90.8698,0,0,0,0
48,16,250359,44,1,64.8839,69.6138,1.32746e-006,0.00041096,98.5561,-3.74598,3.30348e-011
49,1,0,44,1,80.7814,77.4627,90.4435,0,0,0,0
49,16,254900,44,1,88.3837,87.2553,7.42021e-007,0.000400892,84.9905,6.39337,2.99058e-011
50,1,0,44,1,77.9751,76.3102,86.779,0,0,0,0
50,16,310514,44,1,64.9175,77.3704,4.14268e-007,0.000317717,98.8812,0.721101,3.21165e-012
51,1,0,44,1,78.197,76.0442,89.6906,0,0,0,0
51,16,265135,44,1,66.2693,75.1347,1.27404e-006,0.000382428,97.8523,-0.596684,2.92523e-011
52,1,0,44,1,79.1987,76.211,87.2331,0,0,0,0
52,16,298804,44,1,75.1283,76.5553,5.07565e-007,0.000329019,92.7588,0.236808,2.40274e-011
53,1,0,44,1,78.9841,76.4907,86.2203,0,0,0,0
53,16,315834,44,1,73.4664,78.8295,1.53346e-006,0.000308388,93.7901,1.61536,6.04891e-012
54,1,0,44,1,80.424,76.4369,89.0712,0,0,0,0
54,16,271382,44,1,85.2799,78.4445,7.50183e-007,0.000369231,86.7365,1.34176,3.07218e-011
55,1,0,44,1,79.6198,76.9343,86.0954,0,0,0,0
55,16,317739,44,1,78.6917,82.4229,1.72336e-006,0.000306041,90.6211,3.79796,1.68552e-011
56,1,0,44,1,79.3466,74.5247,89.8675,0,0,0,0
56,16,263142,44,1,76.0948,62.1636,6.79109e-007,0.000386369,92.1352,-8.12636,3.40413e-011
57,1,0,44,1,78.9096,75.0481,87.9388,0,0,0,0
57,16,290170,44,1,72.5982,66.876,1.11529e-006,0.000342781,94.2499,-5.50379,2.14011e-011
58,1,0,44,1,80.6079,76.9986,90.7879,0,0,0,0
58,16,248741,44,1,86.8787,83.2745,3.25115e-008,0.000410741,85.8777,4.09759,1.74676e-011
59,1,0,44,1,78.4324,75.6812,86.3546,0,0,0,0
59,16,315606,44,1,68.8493,72.2094,6.94068e-007,0.000310156,96.5691,-2.3784,1.22998e-011
60,1,0,44,1,78.5362,77.8045,87.139,0,0,0,0
60,16,305938,44,1,69.5329,89.7695,1.55091e-006,0.000324462,96.1159,8.0844,2.53788e-011
61,1,0,44,1,80.6971,76.2523,86.076,0,0,0,0
61,16,318450,44,1,87.5059,76.8936,6.33227e-007,0.000305533,85.2708,0.444779,2.57767e-011
62,1,0,44,1,78.6022,78.1648,89.1637,0,0,0,0
62,4,273615,44,1,69.8354,93,1.03175,0.000367704,95.8872,9.87609,2.56555e-011
63,1,0,44,1,79.9808,77.7339,88.3469,0,0,0,0
63,16,284572,44,1,81.5752,89.2817,9.5031e-007,0.000351451,88.9041,7.73829,2.26742e-011
64,1,0,44,1,80.3305,75.9776,87.5319,0,0,0,0
64,16,294144,44,1,84.4973,74.6305,8.27129e-007,0.000335265,87.1441,-0.914014,1.59844e-011
65,1,0,44,1,79.2598,75.1994,89.8311,0,0,0,0
65,16,261496,44,1,75.3767,67.9781,4.92116e-007,0.000386851,92.5535,-4.76807,3.91336e-011
66,1,0,44,1,77.7637,76.7474,86.1788,0,0,0,0
66,16,322098,44,1,63.256,80.9534,2.65195e-007,0.000305315,99.9218,2.86623,2.11307e-011
67,1,0,44,1,80.2334,74.8544,88.9579,0,0,0,0
67,16,274885,44,1,83.7038,65.1278,8.63924e-007,0.000365541,87.6571,-6.47717,3.37003e-011
68,1,0,44,1,78.4906,77.092,89.6486,0,0,0,0
68,16,265795,44,1,68.7834,84.0321,1.39123e-008,0.000381311,96.4026,4.5715,1.00961e-011
69,1,0,44,1,79.6213,76.1956,88.1268,0,0,0,0
69,16,284658,44,1,78.5672,76.4287,1.52204e-006,0.000348232,90.6923,0.15937,2.13494e-011
70,1,0,44,1,79.3914,75.8808,89.7509,0,0,0,0
70,16,261444,44,1,76.5125,73.7612,1.16364e-007,0.0003856,91.8902,-1.40305,1.81315e-011
71,1,0,44,1,80.0642,76.4794,90.7691,0,0,0,0
71,16,247632,44,1,82.1994,78.8327,7.97004e-008,0.000411183,88.5814,1.5438,1.12174e-011
72,1,0,44,1,79.9133,77.148,86.513,0,0,0,0
72,16,311334,44,1,81.0785,84.2114,1.87109e-006,0.000314033,89.1751,4.85718,2.06446e-011
73,1,0,44,1,80.7224,75.6665,88.0304,0,0,0,0
73,16,287597,44,1,87.7787,72.0255,1.20278e-006,0.000345392,85.2137,-2.45261,3.8553e-011
74,1,0,44,1,77.9568,76.5895,87.2981,0,0,0,0
74,16,302372,44,1,64.6664,79.6921,1.56589e-006,0.000328193,98.9829,2.09273,1.10057e-011
75,1,0,44,1,79.9461,76.2715,87.6823,0,0,0,0
75,16,291383,44,1,81.295,77.0565,1.68705e-006,0.000338677,89.0623,0.535261,1.62828e-011
76,1,0,44,1,78.2968,77.8001,89.6624,0,0,0,0
76,16,268610,44,1,67.0348,90.1355,1.40794e-006,0.000379847,97.4197,8.06839,2.47066e-011
77,1,0,44,1,81.0932,75.7447,89.5322,0,0,0,0
77,16,266585,44,1,90.9985,72.5894,1.005e-006,0.000379055,83.4214,-2.08188,1.36183e-011
78,1,0,44,1,78.1906,77.6792,87.6044,0,0,0,0
78,16,299387,44,1,66.5195,88.8252,7.57628e-007,0.000333705,97.8717,7.46861,1.9559e-011
79,1,0,44,1,80.4476,74.9602,89.3114,0,0,0,0
79,16,269709,44,1,85.5187,65.985,2.38615e-007,0.000373836,86.6022,-5.95079,1.10586e-011
80,1,0,44,1,78.9063,75.0184,86.4149,0,0,0,0
80,16,314587,44,1,72.7588,66.7838,3.03317e-007,0.000311351,94.2143,-5.64702,4.41377e-012
81,1,0,44,1,79.0115,74.8278,87.4719,0,0,0,0
81,16,297956,44,1,73.5005,65.0787,1.46197e-006,0.000332583,93.7303,-6.59787,9.78452e-012
82,1,0,44,1,80.3537,77.0634,88.3463,0,0,0,0
82,16,282845,44,1,84.6985,83.6552,1.49264e-006,0.000352306,87.052,4.43169,8.54124e-012
83,1,0,44,1,81.2195,76.6433,86.1613,0,0,0,0
83,16,319240,44,1,91.8383,80.0887,1.17396e-006,0.000306278,82.669,2.36537,2.02911e-011
84,1,0,44,1,80.729,77.0965,86.8393,0,0,0,0
84,16,307232,44,1,87.8152,83.8351,3.10626e-007,0.000319991,85.1255,4.6007,1.87357e-011
85,1,0,44,1,79.3613,76.7351,87.8474,0,0,0,0
85,16,289497,44,1,76.4178,80.8887,1.51466e-006,0.000341889,91.9754,2.81496,3.1014e-011
86,1,0,44,1,80.2182,76.3078,87.1896,0,0,0,0
86,16,299399,44,1,83.5657,77.3514,1.63647e-006,0.000328122,87.6912,0.714825,1.4549e-011
87,1,0,44,1,78.4586,77.7445,88.7268,0,0,0,0
87,16,281432,44,1,68.5953,89.5165,1.00412e-006,0.000358547,96.5738,7.8017,1.90199e-011
88,1,0,44,1,79.8546,75.3889,89.4373,0,0,0,0
88,16,266242,44,1,80.4622,69.6255,1.87474e-006,0.000377857,89.5758,-3.82914,3.38233e-011
89,1,0,44,1,81.189,76.5242,90.3765,0,0,0,0
89,16,255146,44,1,91.8717,79.2106,4.31745e-007,0.00039962,82.9808,1.75715,1.5299e-011
90,1,0,44,1,80.9558,77.1361,89.2481,0,0,0,0
90,16,271110,44,1,89.8036,84.348,9.64621e-007,0.00037207,84.097,4.77695,1.35287e-011
91,1,0,44,1,78.6892,76.4487,89.9158,0,0,0,0
91,16,260515,44,1,70.4828,78.5702,1.03055e-006,0.000388739,95.3998,1.39947,2.96462e-011
92,1,0,44,1,79.2975,75.0028,90.0225,0,0,0,0
92,16,259328,44,1,75.6792,66.2807,1.96663e-007,0.000391227,92.3733,-5.74178,4.35246e-011
93,1,0,44,1,79.7076,77.6574,89.8342,0,0,0,0
93,16,262760,44,1,79.1839,88.8271,1.0348e-006,0.000386061,90.3273,7.36161,2.65494e-011
94,1,0,44,1,79.1008,78.3346,86.5791,0,0,0,0
94,16,316534,44,1,74.3221,94.1329,1.69597e-006,0.000312619,93.2663,10.7329,1.44739e-011
95,1,0,44,1,78.0742,77.2207,89.001,0,0,0,0
95,16,277078,44,1,65.2873,85.1069,1.79686e-006,0.00036495,98.4777,5.20577,4.0969e-011
96,1,0,44,1,78.3802,76.1404,86.0082,0,0,0,0
96,16,321173,44,1,68.4958,75.9745,2.50505e-007,0.000303594,96.8025,-0.112422,3.60188e-011
97,1,0,44,1,80.2198,77.1117,87.2331,0,0,0,0
97,16,299915,44,1,83.5886,83.9651,3.66805e-007,0.000328469,87.6778,4.67029,1.21388e-011
98,1,0,44,1,80.7037,77.745,90.7316,0,0,0,0
98,16,251841,44,1,87.7432,89.7301,1.74917e-006,0.000407672,85.3737,7.78709,3.06386e-011
99,1,0,44,1,79.7719,76.6549,87.9814,0,0,0,0
99,16,287109,44,1,79.8325,80.2277,1.02705e-006,0.000344955,89.9383,2.41984,4.11756e-011
100,1,0,44,1,78.6039,76.5939,90.7488,0,0,0,0
100,16,249644,44,1,69.6067,79.8327,7.15573e-007,0.00040943,95.8624,2.11291,2.18119e-011
101,1,0,44,1,77.5674,76.778,90.6637,0,0,0,0
101,4,248118,44,1,61,81.3124,2.86953,0.000404176,101.09,3.01779,2.59614e-011
102,1,0,44,1,78.2687,77.0356,87.0366,0,0,0,0
102,16,305852,44,1,67.3538,83.3631,1.14119e-006,0.000323158,97.4154,4.29068,3.01615e-011
103,1,0,44,1,79.8386,76.9783,87.2252,0,0,0,0
103,16,299351,44,1,80.4249,82.8553,1.17875e-006,0.000328675,89.578,4.01103,1.96217e-011
104,1,0,44,1,79.0678,75.1048,86.6461,0,0,0,0
104,16,310115,44,1,74.0761,67.4785,2.11834e-008,0.000316226,93.4104,-5.2221,1.01913e-011
105,1,0,44,1,79.4474,75.3719,86.9935,0,0,0,0
105,16,303238,44,1,77.1987,69.666,8.0461e-007,0.000323787,91.5197,-3.90052,3.83474e-011
106,1,0,44,1,78.9694,77.5879,87.9932,0,0,0,0
106,16,290265,44,1,73.0933,88.0308,1.76626e-006,0.000343496,93.953,7.01963,3.36637e-011
107,1,0,44,1,78.0625,75.6541,88.5639,0,0,0,0
107,16,282501,44,1,65.287,71.8565,2.33397e-007,0.000355596,98.5133,-2.52295,1.06894e-011
108,1,0,44,1,79.4241,77.2708,86.4102,0,0,0,0
108,16,313640,44,1,77.0583,85.2149,2.75451e-007,0.000311695,91.6106,5.46414,1.33662e-011
109,1,0,44,1,77.6909,75.8868,89.267,0,0,0,0
109,16,273793,44,1,61.9099,73.7889,7.02879e-007,0.000370786,100.398,-1.37506,1.94277e-011
110,1,0,44,1,80.227,75.8909,88.0284,0,0,0,0
110,16,286454,44,1,83.6301,73.902,1.69317e-006,0.000345933,87.6768,-1.34302,3.01651e-011
111,1,0,44,1,80.508,75.1691,86.4915,0,0,0,0
111,16,312547,44,1,85.9921,68.0242,3.6431e-007,0.000313225,86.2025,-4.90126,1.83133e-011
112,1,0,44,1,79.0087,75.3119,88.7982,0,0,0,0
112,16,276422,44,1,73.34,69.0088,9.6488e-007,0.000362345,93.7781,-4.20911,1.76628e-011
113,1,0,44,1,80.7973,76.3659,88.5716,0,0,0,0
113,16,279436,44,1,88.4234,77.8472,4.9585e-007,0.000357384,84.8643,0.993947,1.65694e-011
114,1,0,44,1,80.8232,75.8338,90.4382,0,0,0,0
114,16,253188,44,1,88.7185,73.3173,1.25368e-007,0.00040194,84.7988,-1.64677,2.41696e-011
115,1,0,44,1,79.09,75.4617,90.6017,0,0,0,0
115,16,250806,44,1,73.8446,70.141,7.30297e-007,0.000406222,93.424,-3.48228,2.13558e-011
116,1,0,44,1,80.0612,75.5331,87.2026,0,0,0,0
116,16,299504,44,1,82.2694,70.9827,1.54483e-006,0.000328281,88.4695,-3.10423,1.61145e-011
117,1,0,44,1,79.3425,78.3025,89.9268,0,0,0,0
117,16,264663,44,1,76.027,94.4586,2.24358e-007,0.000386357,92.1743,10.5647,4.34728e-011
118,1,0,44,1,80.5237,75.605,88.9287,0,0,0,0
118,16,273933,44,1,86.1335,71.4619,1.15506e-006,0.000365669,86.2279,-2.76457,3.34339e-011
119,1,0,44,1,79.1706,76.4167,90.0327,0,0,0,0
119,16,257803,44,1,74.6079,78.294,1.58318e-006,0.000392357,92.9958,1.24089,4.56965e-011
120,1,0,44,1,77.9806,76.0202,87.72,0,0,0,0
120,16,295305,44,1,64.7819,74.96,4.9708e-007,0.000337267,98.878,-0.710116,1.01082e-011
121,1,0,44,1,81.2164,77.249,87.5902,0,0,0,0
121,16,297377,44,1,91.9517,85.1953,6.93016e-007,0.000334478,82.715,5.34812,1.27975e-011
122,1,0,44,1,79.143,78.3708,87.4106,0,0,0,0
122,16,303062,44,1,74.5822,94.5845,1.63477e-006,0.000329386,93.0862,10.904,2.01239e-011
123,1,0,44,1,78.4605,75.3947,87.5224,0,0,0,0
123,16,297141,44,1,68.8733,69.7757,4.84882e-007,0.000333665,96.482,-3.79461,2.19189e-011
124,1,0,44,1,79.5801,77.3536,90.59,0,0,0,0
124,16,251561,44,1,78.0454,86.3163,1.87362e-006,0.000405467,90.9891,5.86712,1.3992e-011
125,1,0,44,1,78.7239,75.772,86.9143,0,0,0,0
125,16,305321,44,1,71.1965,72.9428,1.74503e-006,0.000321777,95.1295,-1.9302,2.30954e-011
126,1,0,44,1,80.8786,75.8193,86.294,0,0,0,0
126,16,315521,44,1,89.0133,73.358,1.45597e-006,0.000309465,84.3742,-1.6905,1.09911e-011
127,1,0,44,1,80.5512,77.5978,87.3643,0,0,0,0
127,16,300042,44,1,86.3705,88.0371,1.34701e-006,0.000330184,86.0152,7.06905,1.89137e-011
128,1,0,44,1,80.4718,76.6204,87.532,0,0,0,0
128,16,294670,44,1,85.6755,79.9333,6.64494e-007,0.000335002,86.4403,2.25184,1.91195e-011
129,1,0,44,1,81.1317,76.0029,87.5706,0,0,0,0
129,16,295634,44,1,91.1901,74.8273,8.95518e-007,0.000335093,83.1661,-0.792711,1.38795e-011
130,1,0,44,1,80.5027,77.8702,90.1284,0,0,0,0
130,16,260108,44,1,86.0003,90.7082,1.39529e-006,0.000392413,86.3542,8.40127,3.01433e-011
131,1,0,44,1,80.3571,78.0504,90.8505,0,0,0,0
131,16,250935,44,1,84.7582,92.3989,1.50931e-006,0.000410224,87.1004,9.30318,1.95893e-011
132,1,0,44,1,79.2828,77.2281,89.8491,0,0,0,0
132,16,261485,44,1,75.5651,85.1699,3.83489e-007,0.000387119,92.4428,5.24349,3.37195e-011
133,1,0,44,1,80.9769,76.4636,88.9229,0,0,0,0
133,16,274840,44,1,89.956,78.6695,5.05367e-007,0.000365068,83.9877,1.47075,2.25499e-011
134,1,0,44,1,80.7213,75.5183,90.4533,0,0,0,0
134,16,253137,44,1,87.8574,70.6207,1.22168e-006,0.000402229,85.2955,-3.20625,2.9331e-011
135,1,0,44,1,81.0586,77.116,86.5052,0,0,0,0
135,16,313875,44,1,90.5492,83.9898,1.33393e-006,0.000312818,83.4656,4.69757,8.35411e-012
136,1,0,44,1,80.216,77.5091,87.8577,0,0,0,0
136,16,291436,44,1,83.5615,87.3443,1.55371e-006,0.000341025,87.7111,6.63591,1.8614e-011
137,1,0,44,1,80.3178,76.4139,86.9496,0,0,0,0
137,16,303459,44,1,84.3969,78.2208,1.42258e-006,0.000323089,87.1839,1.23904,2.47029e-011
138,1,0,44,1,79.6491,77.2688,87.5932,0,0,0,0
138,16,294512,44,1,78.8311,85.3052,1.18718e-006,0.000335858,90.5355,5.45195,9.60727e-012
139,1,0,44,1,79.6773,77.4989,90.2677,0,0,0,0
139,16,256261,44,1,78.9013,87.5194,5.5181e-007,0.000397091,90.4924,6.57868,1.51067e-011
140,1,0,44,1,78.2279,77.8535,89.7358,0,0,0,0
140,16,268070,44,1,66.4125,90.6187,1.8383e-006,0.000381307,97.7746,8.33182,2.30071e-011
141,1,0,44,1,78.0514,75.9128,87.6605,0,0,0,0
141,16,295989,44,1,65.3975,74.0662,1.57327e-006,0.000336084,98.5221,-1.23981,5.57641e-012
142,1,0,44,1,81.1927,76.4905,87.0265,0,0,0,0
142,16,304733,44,1,91.6719,78.8612,1.36873e-006,0.000323541,82.8383,1.61228,2.81523e-011
143,1,0,44,1,78.6818,76.2682,90.9036,0,0,0,0
143,16,247165,44,1,70.2768,77.0391,1.3999e-006,0.000413725,95.4685,0.503913,3.73756e-011
144,1,0,44,1,78.8664,76.5623,90.8767,0,0,0,0
144,16,247227,44,1,71.8821,79.5563,2.62921e-007,0.00041325,94.5465,1.95485,3.07201e-011
145,1,0,44,1,80.4399,75.7997,87.5381,0,0,0,0
145,16,294432,44,1,85.4124,73.158,1.01205e-006,0.00033518,86.5973,-1.79287,1.32303e-011
146,1,0,44,1,77.8353,76.91,88.4082,0,0,0,0
146,16,286332,44,1,63.3474,82.4413,1.36921e-006,0.000351372,99.6539,3.67027,1.56568e-011
147,1,0,44,1,79.9094,76.3499,89.6502,0,0,0,0
147,16,262571,44,1,80.912,77.7206,6.35418e-008,0.000383362,89.3145,0.912038,2.2092e-011
148,1,0,44,1,78.3159,76.5253,89.7712,0,0,0,0
148,16,263780,44,1,67.2784,79.2253,1.18652e-006,0.000384453,97.2643,1.77674,2.21049e-011
149,1,0,44,1,78.2737,77.8943,87.3291,0,0,0,0
149,16,304372,44,1,67.2649,90.5856,6.15894e-007,0.000327692,97.4532,8.52552,1.78465e-011
150,1,0,44,1,78.0286,75.3792,87.8883,0,0,0,0
150,16,293350,44,1,65.1262,69.5897,3.9775e-008,0.000340507,98.6647,-3.87327,2.12849e-011
151,1,0,44,1,80.0622,74.6384,88.1644,0,0,0,0
151,16,287276,44,1,82.2755,63.4112,1.53711e-006,0.000347432,88.4834,-7.5392,2.08256e-011
152,1,0,44,1,79.3666,77.5549,86.9577,0,0,0,0
152,16,305767,44,1,76.5302,87.6189,7.53997e-008,0.000322173,91.9226,6.86291,3.52614e-011
153,1,0,44,1,78.9306,78.1468,88.4805,0,0,0,0
153,16,285625,44,1,72.6553,92.8825,1.38995e-006,0.00035275,94.1977,9.7965,1.16065e-011
154,1,0,44,1,80.7671,78.0013,89.1082,0,0,0,0
154,16,275772,44,1,88.2558,91.7115,1.26386e-006,0.000367311,84.9875,9.05165,2.77308e-011
155,1,0,44,1,77.6887,76.996,88.9633,0,0,0,0
155,16,279068,44,1,61.926,83.2215,1.29276e-006,0.000363305,100.421,4.09281,3.29554e-011
156,1,0,44,1,79.3082,76.0663,89.9706,0,0,0,0
156,16,258323,44,1,75.7896,75.3269,4.73451e-007,0.000391114,92.3084,-0.487024,6.30675e-011
157,1,0,44,1,79.546,75.6451,87.1687,0,0,0,0
157,16,299895,44,1,78.0035,71.9045,7.06731e-007,0.000327608,91.0337,-2.55371,1.53084e-011
158,1,0,44,1,78.2948,75.6103,87.4177,0,0,0,0
158,16,299055,44,1,67.5053,71.5653,1.54749e-007,0.000331333,97.2985,-2.73175,1.85346e-011
159,1,0,44,1,80.3034,76.5086,87.4512,0,0,0,0
159,16,295552,44,1,84.2734,79.0086,1.52023e-006,0.000333456,87.2751,1.70313,1.18779e-011
160,1,0,44,1,79.8632,74.7123,87.7392,0,0,0,0
160,16,293392,44,1,80.6149,64.0918,3.4139e-007,0.000338465,89.4684,-7.17352,2.18419e-011
161,1,0,44,1,80.8316,75.2522,90.131,0,0,0,0
161,16,258222,44,1,88.8015,68.3751,1.79066e-006,0.0003937,84.731,-4.51183,4.32109e-011
162,1,0,44,1,79.4653,75.5989,90.9861,0,0,0,0
162,16,245103,44,1,77.0481,71.2987,6.13187e-007,0.000416603,91.5625,-2.80668,5.27264e-011
163,1,0,44,1,79.1625,77.1919,88.2295,0,0,0,0
163,16,284963,44,1,74.7114,84.7224,1.56631e-006,0.000349548,92.9831,5.06586,2.19192e-011
164,1,0,44,1,77.782,75.8572,89.6694,0,0,0,0
164,16,267587,44,1,62.613,73.526,5.68812e-007,0.000380546,99.9562,-1.52297,1.189e-011
165,1,0,44,1,80.0063,74.8893,86.3404,0,0,0,0
165,16,315195,44,1,81.8545,65.7525,6.02571e-007,0.00031019,88.7015,-6.28183,7.96338e-012
166,1,0,44,1,80.3418,75.76,90.4742,0,0,0,0
166,16,251917,44,1,84.5949,72.6969,2.69046e-008,0.000403347,87.1852,-2.00954,1.983e-011
167,1,0,44,1,79.4556,76.1937,89.0403,0,0,0,0
167,16,271322,44,1,77.1117,76.4076,1.82295e-006,0.000368818,91.5479,0.144856,4.09773e-011
168,1,0,44,1,80.6285,76.8848,90.1214,0,0,0,0
168,16,257474,44,1,87.0313,82.2573,5.50495e-007,0.000394026,85.7589,3.53613,4.16811e-011
169,1,0,44,1,79.2892,76.1043,89.7109,0,0,0,0
169,16,261950,44,1,75.6486,75.6508,1.27109e-006,0.000384723,92.396,-0.298857,3.46287e-011
170,1,0,44,1,81.1727,77.0789,89.5398,0,0,0,0
170,16,267554,44,1,91.6913,83.9011,3.82256e-007,0.0003786,83.0205,4.49514,1.31959e-011
171,1,0,44,1,78.8167,77.7467,89.6624,0,0,0,0
171,16,266728,44,1,71.5525,89.6165,1.31491e-006,0.000380958,94.7939,7.80555,1.81717e-011
172,1,0,44,1,78.3527,77.2219,86.3465,0,0,0,0
172,16,317376,44,1,68.1717,84.8475,1.85284e-006,0.000309322,96.977,5.21396,1.44165e-011
173,1,0,44,1,80.8984,76.7374,88.3623,0,0,0,0
173,16,283138,44,1,89.2671,80.9421,3.90872e-007,0.000352428,84.3555,2.82039,2.24343e-011
174,1,0,44,1,80.6065,76.2956,88.5336,0,0,0,0
174,16,279510,44,1,86.8153,77.2589,8.93222e-007,0.000356793,85.8094,0.648284,1.91964e-011
175,1,0,44,1,80.608,76.8113,89.4408,0,0,0,0
175,16,266801,44,1,86.8426,81.6018,1.75071e-006,0.000377567,85.8366,3.17927,3.20317e-011
176,1,0,44,1,78.1514,76.4387,86.5008,0,0,0,0
176,16,314218,44,1,66.4741,78.4226,7.10602e-007,0.000312586,97.9788,1.35555,1.40307e-011
177,1,0,44,1,81.1036,75.3416,88.6124,0,0,0,0
177,16,280638,44,1,91.0625,69.2385,1.6463e-006,0.000357344,83.315,-4.06649,1.50472e-011
178,1,0,44,1,78.1161,75.4652,86.3215,0,0,0,0
178,16,317946,44,1,66.1951,70.4199,1.45502e-007,0.000308779,98.1616,-3.44436,1.16912e-011
179,1,0,44,1,80.3305,75.505,90.9173,0,0,0,0
179,16,246347,44,1,84.5039,70.4874,7.33585e-007,0.000414566,87.2516,-3.2743,3.83868e-011
180,1,0,44,1,79.8531,77.5853,87.0805,0,0,0,0
180,16,303614,44,1,80.5595,87.8745,1.87893e-006,0.000324787,89.4949,7.00848,3.65098e-011
181,1,0,44,1,80.2921,75.0087,90.7684,0,0,0,0
181,16,249340,44,1,84.194,66.2253,4.74293e-007,0.000409965,87.4244,-5.73136,7.20849e-012
182,1,0,44,1,78.5885,75.0199,88.4534,0,0,0,0
182,16,283435,44,1,69.7841,66.5508,8.1903e-007,0.000353523,95.8908,-5.65397,1.26665e-011
183,1,0,44,1,79.8928,75.3881,90.7076,0,0,0,0
183,16,248923,44,1,80.7407,69.5095,1.29495e-006,0.000409321,89.425,-3.84826,3.44097e-011
184,1,0,44,1,79.342,77.8767,86.9711,0,0,0,0
184,16,307001,44,1,76.3175,90.2994,1.19599e-006,0.000321795,92.051,8.44785,3.60873e-011
185,1,0,44,1,80.4841,77.271,88.8278,0,0,0,0
185,16,276520,44,1,85.8083,85.4519,1.08609e-006,0.000362719,86.4143,5.45899,2.01189e-011
186,1,0,44,1,78.1524,77.0936,90.9554,0,0,0,0
186,16,249195,44,1,65.6054,84.171,8.63959e-007,0.000413194,98.1381,4.5745,4.51568e-011
